Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
Kesaria Chaiwala,400,"Beverages,Bakery",Guwahati,Zoo Tiniali,Beverage Shop,11am to 8pm(Mon-Sun),Average,3.3,6
Pan Asia,300,Asian,Guwahati,Hatigaon,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.4,14
You Me 3,200,"North Indian,Chinese",Guwahati,Bhangagarh,Quick Bites,11am to 10pm(Mon-Sun),Average,3.1,9
Khorong Akhaj Restaurant,500,"Assamese,Chinese,Indian",Guwahati,Ganeshguri,Quick Bites,10am to 10pm(Mon-Sun),Average,3.2,7
RB's Restaurant,250,"Chinese,Fast Food",Guwahati,Bhangagarh,Quick Bites,8am to 9pm(Mon-Sun),Average,2.9,10
Food Fun,200,"North Indian,Chinese",Guwahati,Zoo Tiniali,Quick Bites,"1030am to 10pm(Mon-Sat),1pm to 10pm(Sun)",Average,3.1,14
South Coast Foods,400,"North Indian,Chinese",Guwahati,Christian Basti,Quick Bites,1030am to 1030pm(Mon-Sun),Average,3.2,4
DH's Food Express,400,"North Indian,Chinese",Guwahati,Christian Basti,Food Court,10am to 1030pm(Mon-Sun),Average,3.3,5
The Grill Avenue,900,"North Indian,Continental,Asian",Guwahati,Bhangagarh,Casual Dining,11am to 11pm(Mon-Sun),Good,3.9,55
North East Kitchen,200,Chinese,Guwahati,Ganeshguri,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.1,7
Food Hub,200,"North Indian,Chinese,Rolls,Fast Food",Guwahati,Ulubari,Casual Dining,12noon to 930pm(Mon-Sun),Average,3.2,5
Hotel Kamrupa,350,"Fast Food,North Indian,Chinese",Guwahati,Ganeshguri,Quick Bites,10am to 915pm(Mon-Sun),Average,3.0,7
Lords Bar,800,Finger Food,Guwahati,Hotel Nandan-- Paltan Bazaar,Bar,1pm to 930pm(Mon-Sun),Average,3.4,12
Yum Yum Momos,150,Momos,Guwahati,Bhangagarh,Food Court,11am to 10pm(Mon-Sun),Average,3.1,7
Delicacy,300,"North Indian,Chinese",Guwahati,Amingaon,Quick Bites,10am to 10pm(Mon-Sun),Average,3.4,7
Food Junction,350,"Fast Food,Chinese,North Indian",Guwahati,Central Mall-- Christian Basti,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.2,7
Sip N Snack,200,"Juices,Fast Food",Guwahati,Fancy Bazaar,Quick Bites,8am to 830pm(Mon-Sun),Average,3.0,3
Delicious,150,Assamese,Guwahati,Dispur,Quick Bites,10am to 10pm(Mon-Sun),Average,2.9,11
House Of Candy,300,Desserts,Guwahati,Bhangagarh,Confectionery,11am to 10pm(Mon-Sun),Average,3.2,4
Kalita Hotel & Restaurant,400,"North Indian,Indian",Guwahati,Hengerabari,Quick Bites,11am to 10pm(Mon-Sun),Average,3.2,7
Om Hungry Kya,200,Street Food,Guwahati,Maligaon,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.1,10
Triangle Resturant,300,North Eastern,Guwahati,Jalukbari,Casual Dining,"10am to 9pm(Mon-Sat),Closed(Sun)",Average,3.3,9
Royal Naga Hotel,600,Naga,Guwahati,Paltan Bazaar,Casual Dining,11am to 10pm(Mon-Sun),Average,3.3,4
Jeet Bhojnalaya,400,North Indian,Guwahati,Beltola,Quick Bites,11am to 9pm(Mon-Sun),Average,3.2,4
Trinkas Restaurant,450,"North Indian,Chinese,Bengali",Guwahati,Dispur,Casual Dining,1130am to 1030pm(Mon-Sun),Average,3.3,9
New D Dhaba,300,"Fast Food,Chinese",Guwahati,Zoo Tiniali,Dhaba,1130am to 1030pm(Mon-Sun),Average,3.3,4
Funky Foods,600,"Chinese,Momos",Guwahati,Zoo Tiniali,Quick Bites,12noon to 1030pm(Mon-Sun),Average,3.3,9
Special Chicken Dum Biryani,100,Biryani,Guwahati,Pan Bazaar,Kiosk,11am to 7pm(Mon-Sun),Average,3.1,7
Facefood,300,"Chinese,Momos",Guwahati,Amingaon,Quick Bites,10am to 10pm(Mon-Sun),Average,3.2,10
The Gold Finch Restaurant,500,"Chinese,North Indian",Guwahati,Zoo Tiniali,Casual Dining,10am to 930pm(Mon-Sun),Average,3.1,4
Rolls Mania,450,"Rolls,Fast Food",Guwahati,Paltan Bazaar,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.9,154
Quick Pick,500,"Chinese,Momos",Guwahati,Uzan Bazaar,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.0,356
Michinga,750,"Assamese,Chinese,Naga,Beverages",Guwahati,Uzan Bazaar,Quick Bites,12noon to 11pm(Mon-Sun),Very Good,4.4,115
