Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
Niviram Pizza Corner,200,"Pizza,Fast Food",Chennai,Nanganallur,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,48
Apple Restaurant - Hotel Apple Residency,500,"North Indian,South Indian,Chinese",Chennai,Triplicane,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,70
A Salad Company,350,Continental,Chennai,Kottivakkam,none,11am to 10pm(Mon-Sun),Good,3.7,34
Hot Chips & Chaat,400,"Street Food,Fast Food",Chennai,T. Nagar,Quick Bites,10am to 10pm(Mon-Sun),Good,3.6,33
Rajageetham Restaurant,400,"Biryani,South Indian,Chinese,Mughlai",Chennai,Pallavaram,Casual Dining,7am to 11pm(Mon-Sun),Average,2.8,44
Tandoori Tiruvizha,700,North Indian,Chennai,Ranga Residency-- Chengalpattu,Casual Dining,11am to 11pm(Mon-Sun),Average,2.8,39
Bhojan Chat,200,Street Food,Chennai,Vepery,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.3,8
City Food Court,400,"North Indian,South Indian,Chinese,Kerala",Chennai,Padur,Casual Dining,11am to 11pm(Mon-Sun),Average,2.9,62
Vibes Burger,350,"Burger,Sandwich,Fast Food",Chennai,Tambaram,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.4,46
Swamy Cafe,200,South Indian,Chennai,Adambakkam,Quick Bites,6am to 10pm(Mon-Sun),Good,3.6,63
Mansuk's,500,"North Indian,Mithai,Fast Food,Street Food",Chennai,Purasavakkam,Quick Bites,9am to 930pm(Mon-Sun),Good,3.6,44
La Coupe,300,"Cafe,Bakery,Desserts",Chennai,Egatoor,Café,8am to 10pm(Mon-Sun),Average,3.4,33
Sahana Chettinadu Mess,200,South Indian,Chennai,Nungambakkam,Mess,"8am to 11am,1245pm to 330pm,7pm to 11pm...",Average,3.1,45
Twinkle Dipz,250,Desserts,Chennai,OMR Food Street-- Guduvancheri,Dessert Parlor,12noon to 11pm(Mon-Sun),Good,3.8,35
Kutty's Restaurant,400,"North Indian,Chinese",Chennai,Nungambakkam,Quick Bites,8am to 11pm(Mon-Sun),Good,3.6,43
Star Biryani Centre,300,"Biryani,Fast Food",Chennai,GST Road,Quick Bites,11am to 10pm(Mon-Sun),Good,3.5,60
Fried N Fries,300,Fast Food,Chennai,GST Road,Quick Bites,10am to 11pm(Mon-Sun),Good,3.9,36
Luluva,650,"Arabian,North Indian,Chinese",Chennai,Vandalur,Casual Dining,10am to 10pm(Mon-Sun),Average,3.4,46
Hotel Ithiyas Bhavan,350,"South Indian,North Indian,Chinese",Chennai,Old Mahabalipuram Road (OMR),Casual Dining,730am to 11pm(Mon-Sun),Average,3.1,39
The Good Bowl,500,"Biryani,North Indian",Chennai,Kilpauk,none,10am to 11pm(Mon-Sun),Good,3.7,30
Kandy's,200,"Desserts,Beverages",Chennai,Pallikaranai,Dessert Parlor,12noon to 11pm(Mon-Sun),Good,3.7,48
Taj Multi Cuisine Restaurant,300,"North Indian,Chinese",Chennai,Potheri,Casual Dining,11am to 11pm(Mon-Sun),Good,3.8,39
Malaysian Parotta,250,"South Indian,North Indian,Biryani",Chennai,Perungudi,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,36
Star Chicken Biryani,300,"Biryani,Chinese,North Indian",Chennai,Purasavakkam,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,49
Biryanee Bowl & Burmese Atho,200,"Biryani,Fast Food",Chennai,Ramapuram,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,46
Dine N Fun,400,"North Indian,Chinese",Chennai,Sholinganallur,Quick Bites,1130am to 11pm(Mon-Sun),Good,3.7,33
Pandiyan Hotel,200,South Indian,Chennai,K.K. Nagar,Quick Bites,10am to 10pm(Mon-Sun),Average,3.4,48
Shri Ganesh Bhavan,500,"North Indian,South Indian",Chennai,K.K. Nagar,Casual Dining,630am to 1030pm(Mon-Sun),Average,2.9,44
Curicrush,300,Beverages,Chennai,Besant Nagar,Beverage Shop,1030am to 1030pm(Mon-Sun),Good,3.6,31
Sri Padiyan Briyani,300,"Chinese,Biryani,North Indian",Chennai,Virugambakkam,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,63
The Rolling Kebab,300,"Kebab,Arabian",Chennai,Ambattur,Quick Bites,6pm to 11pm(Mon-Sun),Average,3.4,54
Pizza Square,450,"Pizza,Fast Food",Chennai,Royapuram,Quick Bites,11am to 930pm(Mon-Sun),Average,2.9,46
SRM Grands - Navarasa,600,"North Indian,Chinese",Chennai,Kolathur,Casual Dining,11am to 11pm(Mon-Sun),Average,2.8,40
Trichy Sethuram Mess,250,"South Indian,Chettinad",Chennai,Velachery,Mess,"1130am to 430pm,7pm to 11pm(Mon-Sun)",Good,3.6,58
Khaana Khazaana,200,"North Indian,Street Food",Chennai,Thiruvanmiyur,Quick Bites,"1130am to 330am(Mon),1130am to 330pm,630pm...",Average,3.4,55
Le Orange,500,"South Indian,North Indian,Chinese",Chennai,Avadi,Quick Bites,1145am to 1030pm(Mon-Sun),Average,3.3,45
Happy Cakes,400,Bakery,Chennai,Purasavakkam,Bakery,9am to 9pm(Mon-Sun),Good,3.7,41
Jagdusha,250,"North Indian,Street Food",Chennai,Vepery,Quick Bites,"12noon to 9pm(Mon-Sat),12noon to 5am(Sun)",Average,3.2,40
Chai Waale,150,"Cafe,Beverages,Fast Food",Chennai,Sowcarpet,Café,"6am to 11pm(Mon-Fri),6am to 12midnight(Sat-Sun)",Good,3.7,40
Sit 'N' Chat,400,"Fast Food,Chinese,North Indian",Chennai,Ramapuram,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,40
Nawaab Restaurant,400,"Chinese,North Indian",Chennai,Saligramam,Quick Bites,"12noon to 330pm,630pm to 1045pm(Mon-Sun)",Average,2.7,52
BBQ Hub,350,"BBQ,Kebab,Wraps",Chennai,Mogappair,Kiosk,"430pm to 11pm(Mon),4pm to 11pm(Tue-Sat),4pm to ...",Good,3.6,48
Cup & Sip,400,"Cafe,Fast Food,Beverages",Chennai,Anna Nagar West,Café,11am to 1030pm(Mon-Sun),Average,3.3,45
Madras Marigold Cafe,500,"North Indian,Chinese",Chennai,Anna Nagar West,Casual Dining,12noon to 10pm(Mon-Sun),Good,3.6,41
Longlive Pizza,350,Italian,Chennai,Perungudi,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,31
Hotel Sangam,350,"North Indian,Biryani,Chinese",Chennai,Anna Salai,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,39
Cake Spot,200,Bakery,Chennai,Porur,Bakery,9am to 10pm(Mon-Sun),Good,3.7,28
Hajiyaar Biriyani,300,Biryani,Chennai,Pallavaram,Quick Bites,"1130am to 3pm,630pm to 10pm(Mon,Tue,Wed...",Good,3.7,46
Moti Mahal Delux,600,"North Indian,Mughlai",Chennai,Ambit IT Park-- Ambattur,Casual Dining,"1130am to 430pm,7pm to 11pm(Mon),11am to ...",Average,3.3,46
GMT - Gelateria Montecatini Terme,500,"Desserts,Beverages,Fast Food",Chennai,T. Nagar,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.6,41
Bismi Briyani,200,Biryani,Chennai,Perambur,Casual Dining,"11am to 11pm(Mon-Sat),11am to 3pm(Sun)",Average,2.8,43
Baalaji Krishnaa's,300,"South Indian,North Indian,Chinese",Chennai,Tambaram,Quick Bites,7am to 1015pm(Mon-Sun),Average,2.9,45
SVP's 101 Dosa,300,South Indian,Chennai,Selaiyur,Quick Bites,530pm to 10pm(Mon-Sun),Good,3.7,45
